id,name,full_name,stargazers_count
8068644,cork,gilbo/cork,389
154795650,poium,SeldomQA/poium,389
69806239,pykeepass,libkeepass/pykeepass,391
56174793,openpixel,dockwa/openpixel,399
2005439,vigra,ukoethe/vigra,400
122352563,s3monkey,kobayashi/s3monkey,403
77004891,web-push-csharp,web-push-libs/web-push-csharp,408
37599258,arrayfire-python,arrayfire/arrayfire-python,412
64739429,react-native-simple-markdown,CharlesMangwa/react-native-simple-markdown,414
120012748,Toy-Neural-Network-JS,CodingTrain/Toy-Neural-Network-JS,418
197744030,gore,goretk/gore,419
133400872,go-expect,Netflix/go-expect,419
10547319,webix,webix-hub/webix,421
57294155,gattlib,labapart/gattlib,425
145909218,python,ipinfo/python,427
102011536,symbolic,getsentry/symbolic,428
11733070,libosmium,osmcode/libosmium,433
104812597,closure-webpack-plugin,webpack-contrib/closure-webpack-plugin,435
128600765,nufhe,nucypher/nufhe,438
1139405,websocket-ruby,imanel/websocket-ruby,441
57992085,proto-lens,google/proto-lens,443
70790978,pyaf,antoinecarme/pyaf,455
120324666,aes-everywhere,mervick/aes-everywhere,456
18230680,Pinq,TimeToogo/Pinq,459
138256123,android-face-detector,husaynhakeem/android-face-detector,468
24853559,simple-slack-api,Itiviti/simple-slack-api,470
132638958,google-photos,googlesamples/google-photos,475
87664695,selda,valderman/selda,475
67720236,php-zip,Ne-Lexa/php-zip,477
61839703,monkit,spacemonkeygo/monkit,477
44094266,php-svg,meyfa/php-svg,482
201738972,Corbind,LDRAlighieri/Corbind,496
12349202,torsocks,dgoulet/torsocks,502
111860063,google-cloud-cpp,googleapis/google-cloud-cpp,505
116296061,rapidyaml,biojppm/rapidyaml,506
76122131,IotWebConf,prampec/IotWebConf,511
13590591,Hive2Hive,Hive2Hive/Hive2Hive,518
108740,wireit,ericabouaf/wireit,520
150479174,keras-transformer,kpot/keras-transformer,529
185277261,dotenv,dotenv-rs/dotenv,530
75187397,Trady,karlwancl/Trady,535
99623191,Hamlib,Hamlib/Hamlib,537
17046292,ejml,lessthanoptimal/ejml,537
1074570,liblbfgs,chokkan/liblbfgs,538
40644306,awesome-shell,uhub/awesome-shell,545
205853762,jsonrpsee,paritytech/jsonrpsee,546
11359366,nsqjs,dudleycarr/nsqjs,551
31482103,libsignal-service-java,signalapp/libsignal-service-java,575
43449678,TypeScript-DOM-lib-generator,microsoft/TypeScript-DOM-lib-generator,576
3356034,cljs-http,r0man/cljs-http,579
137143170,houdoku,xgi/houdoku,587
119451351,dialogflow-fulfillment-nodejs,dialogflow/dialogflow-fulfillment-nodejs,593
51646755,RJCP.DLL.SerialPortStream,jcurl/RJCP.DLL.SerialPortStream,598
170389331,circular_bottom_navigation,benyaminbeyzaie/circular_bottom_navigation,607
19380595,StereoVision,erget/StereoVision,618
11146594,Ruler,hoaproject/Ruler,625
93436306,funfix,funfix/funfix,630
61714066,formula-parser,handsontable/formula-parser,631
145074684,skycfg,stripe/skycfg,631
30419413,leshan,eclipse-leshan/leshan,632
114723597,html-sketchapp-cli,seek-oss/html-sketchapp-cli,632
38903208,plibsys,saprykin/plibsys,632
185532731,smartcore,smartcorelib/smartcore,637
69975073,hydra,pnxtech/hydra,645
20967807,cesium-terrain-builder,geo-data/cesium-terrain-builder,665
137053739,angular-testing-library,testing-library/angular-testing-library,666
3801274,scallop,scallop/scallop,671
75887039,github-ds,github/github-ds,671
49255967,medusa,HanSolo/medusa,675
31119116,DeviceId,MatthewKing/DeviceId,675
145325275,actix-net,actix/actix-net,676
108193127,klock,korlibs-archive/klock,679
96768601,kicad-symbols,KiCad/kicad-symbols,683
23564515,terminaltables,Robpol86/terminaltables,688
155358782,date-io,dmtrKovalenko/date-io,695
13585181,jpush-api-java-client,jpush/jpush-api-java-client,728
63784762,parallel,amphp/parallel,728
71247996,mockttp,httptoolkit/mockttp,731
55357142,angular-pipes,fknop/angular-pipes,737
7350109,raf,chrisdickinson/raf,744
58266053,ical.net,rianjs/ical.net,747
861214,rtesseract,dannnylo/rtesseract,748
117287184,pytorch_cluster,rusty1s/pytorch_cluster,752
165559833,lwrb,MaJerle/lwrb,756
15878421,llfio,ned14/llfio,759
47934555,openalpr-android,SandroMachado/openalpr-android,767
41897757,origami.js,raphamorim/origami.js,767
8732247,2bwm,venam/2bwm,776
154233527,ESP32-HUB75-MatrixPanel-DMA,mrfaptastic/ESP32-HUB75-MatrixPanel-DMA,794
92945722,DynamicalSystems.jl,JuliaDynamics/DynamicalSystems.jl,797
2936779,lthread,halayli/lthread,809
15168264,scikit-bio,scikit-bio/scikit-bio,823
42906885,TwitchLib,TwitchLib/TwitchLib,823
692508,PDF-Writer,galkahana/PDF-Writer,829
26410737,Formstone,Formstone/Formstone,834
60879680,SketchAPI,sketch-hq/SketchAPI,838
25787949,DBoW2,dorian3d/DBoW2,839
47656191,ytdl,rylio/ytdl,841
104394958,true-myth,true-myth/true-myth,841
28804670,WebApi,OData/WebApi,848
12408168,fflib-apex-common,apex-enterprise-patterns/fflib-apex-common,866
13273472,pymunk,viblo/pymunk,868
154245955,token-core-ios,consenlabs/token-core-ios,881
201151734,Orient-Ui,mCyp/Orient-Ui,890
6390826,bitmapist,Doist/bitmapist,933
159524217,geometric,HarryStevens/geometric,941
74137426,ReGoap,luxkun/ReGoap,973
28607354,pyproj,pyproj4/pyproj,977
144639586,awesome-nft,gianni-dalerta/awesome-nft,988
57264250,GraphicsJS,AnyChart/GraphicsJS,988
1618207,C5,sestoft/C5,1017
35160657,RestEase,canton7/RestEase,1036
201955121,lattigo,tuneinsight/lattigo,1068
107259688,grafonnet-lib,grafana/grafonnet-lib,1081
298328,jansi,fusesource/jansi,1083
92164848,chimney,scalalandio/chimney,1089
81507373,redux-query,amplitude/redux-query,1101
134897701,gradle-maven-publish-plugin,vanniktech/gradle-maven-publish-plugin,1105
26262349,mapsforge,mapsforge/mapsforge,1133
24227197,llvm,llir/llvm,1143
1257084,phobos,dlang/phobos,1166
151787657,point-cloud-utils,fwilliams/point-cloud-utils,1171
33654550,SimpleInjector,simpleinjector/SimpleInjector,1176
16891206,FlexASIO,dechamps/FlexASIO,1195
40654967,ACMESharp,ebekker/ACMESharp,1203
96756516,librg,zpl-c/librg,1203
207260073,ConcentricOnboarding,exyte/ConcentricOnboarding,1247
183222747,TaoQuick,jaredtao/TaoQuick,1247
50874860,ping,go-ping/ping,1254
31074280,python-opcua,FreeOpcUa/python-opcua,1299
66060256,confetti,jinatonic/confetti,1300
9246205,litjson,LitJSON/litjson,1306
755200,suave,SuaveIO/suave,1309
28992330,google-http-java-client,googleapis/google-http-java-client,1361
18734315,php-svg-lib,dompdf/php-svg-lib,1373
112842208,Depressurizer,Depressurizer/Depressurizer,1379
96034920,PagingKit,kazuhiro4949/PagingKit,1389
51052554,zeromq.js,zeromq/zeromq.js,1392
1767222,jsdifflib,cemerick/jsdifflib,1441
148467749,TuiCss,vinibiavatti1/TuiCss,1448
1843992,django-pipeline,jazzband/django-pipeline,1490
61301085,itext-dotnet,itext/itext-dotnet,1514
73510119,aws-lambda-dotnet,aws/aws-lambda-dotnet,1520
22326416,CocoaMQTT,emqx/CocoaMQTT,1547
130390,ruby-progressbar,jfelchner/ruby-progressbar,1556
1362437,rotp,mdp/rotp,1563
200587,dominate,Knio/dominate,1627
63507417,MahApps.Metro.IconPacks,MahApps/MahApps.Metro.IconPacks,1692
184211826,sticky-parallax-header,netguru/sticky-parallax-header,1707
27440142,servant,haskell-servant/servant,1765
36988453,PyMesh,PyMesh/PyMesh,1782
81927667,genanki,kerrickstaley/genanki,1803
9738052,date,jenssegers/date,1813
517990,dfhack,DFHack/dfhack,1816
207296055,robot,matthewp/robot,1879
117624288,web-view,Boscop/web-view,1893
131665090,scenic,ScenicFramework/scenic,1912
36469177,fbjs,facebook/fbjs,1949
4366849,ifvisible.js,serkanyersen/ifvisible.js,1950
766701,jellyfish,jamesturk/jellyfish,1979
18501766,poison,devinus/poison,1991
47860620,supercluster,mapbox/supercluster,1995
419555,libcloud,apache/libcloud,2001
62919644,Pulley,52inc/Pulley,2003
56126671,FlaUI,FlaUI/FlaUI,2053
29352975,earcut,mapbox/earcut,2084
173005932,lazynlp,chiphuyen/lazynlp,2145
1096480,Pangolin,stevenlovegrove/Pangolin,2214
109289451,TransmogrifAI,salesforce/TransmogrifAI,2225
55360541,math-php,markrogoyski/math-php,2299
5265008,piecon,lipka/piecon,2322
59925747,yojimbo,mas-bandwidth/yojimbo,2368
3379489,node-memwatch,lloyd/node-memwatch,2492
16411534,kendo-ui-core,telerik/kendo-ui-core,2512
208294915,Tdarr,HaveAGitGat/Tdarr,2582
78230922,ReactorKit,ReactorKit/ReactorKit,2662
22212866,awesome-ocaml,ocaml-community/awesome-ocaml,2673
24189210,BWWalkthrough,ariok/BWWalkthrough,2768
78740778,instagram_private_api,ping/instagram_private_api,2870
19403028,UVCCamera,saki4510t/UVCCamera,2909
17055028,alfred-workflow,deanishe/alfred-workflow,2957
91927089,wade,kbrsh/wade,2974
113699658,perfume.js,Zizzamia/perfume.js,3046
157127995,Magic-Grid,e-oj/Magic-Grid,3111
10045915,broccoli,broccolijs/broccoli,3330
58604714,UnityLibrary,UnityCommunity/UnityLibrary,3540
43191201,bqplot,bqplot/bqplot,3543
71525630,miniaudio,mackron/miniaudio,3552
3104806,gorp,go-gorp/gorp,3707
82968973,spruce-android,willowtreeapps/spruce-android,3715
157978430,autoComplete.js,TarekRaafat/autoComplete.js,3882
93619165,chroma,alecthomas/chroma,4144
547504,geopy,geopy/geopy,4244
72524688,awesome-asyncio,timofurrer/awesome-asyncio,4364
209623885,ViVe,thebookisclosed/ViVe,4496
11079679,usb-serial-for-android,mik3y/usb-serial-for-android,4527
42895929,hyperscan,intel/hyperscan,4604
68275675,react-game-kit,FormidableLabs/react-game-kit,4604
22484898,docs,docker-library/docs,4914
67328052,web3j,web3j/web3j,4916
5857387,jedi-vim,davidhalter/jedi-vim,5228
355893,markup,github/markup,5767
143253020,FASTER,microsoft/FASTER,6073
115883761,td,tdlib/td,6410
15362532,pandas-cookbook,jvns/pandas-cookbook,6465
104854615,stanza,stanfordnlp/stanza,7003
81572885,FSPagerView,WenchaoD/FSPagerView,7058
17452080,jwt,lcobucci/jwt,7176
11591313,refit,reactiveui/refit,7970
22493222,awesome-emacs,emacs-tw/awesome-emacs,8235
21604505,awesome-scala,lauris/awesome-scala,8917
121086193,gqlgen,99designs/gqlgen,9548
1308789,list.js,javve/list.js,11153
2436267,nock,nock/nock,12491
30064588,hls.js,video-dev/hls.js,14046
60667730,lvgl,lvgl/lvgl,14684
105036236,draggable,Shopify/draggable,17353
12080551,vegeta,tsenart/vegeta,22612
317757,Modernizr,Modernizr/Modernizr,25605
30215630,kit,go-kit/kit,26026
712530,fabric.js,fabricjs/fabric.js,27234
